Source,Target
281,724
281,661
281,560
281,462
281,936
281,318
281,823
281,498
282,854
282,712
282,622
282,989
282,340
282,334
282,828
282,922
282,531
283,536
283,407
283,713
283,738
283,642
283,695
283,634
283,309
283,868
283,986
284,525
284,968
284,711
285,924
285,682
285,710
285,593
286,543
286,410
287,708
287,683
287,649
287,443
288,726
288,439
288,489
288,717
289,990
289,574
290,835
290,712
291,757
291,647
291,348
292,322
292,909
292,408
292,352
293,323
293,295
293,972
294,715
294,920
294,844
294,694
294,673
295,559
295,542
295,972
295,416
295,827
295,963
295,718
296,849
296,918
297,847
297,603
297,864
298,545
298,412
299,875
299,717
299,627
299,595
300,558
300,630
300,742
301,839
301,513
302,970
302,777
302,335
303,410
303,863
303,779
304,537
304,311
304,966
304,777
304,561
304,575
305,907
305,971
305,339
305,361
305,756
305,921
305,376
306,485
306,414
307,431
307,410
307,465
307,470
307,679
308,709
308,823
308,758
309,961
309,738
309,955
310,708
310,333
310,473
310,424
310,719
311,440
311,777
312,536
312,738
312,713
313,450
313,841
313,643
313,904
313,455
314,838
314,967
314,533
315,737
315,649
316,754
317,839
317,318
318,839
319,498
319,538
319,541
320,386
320,802
320,863
320,872
321,391
321,709
321,856
321,409
322,886
322,830
323,542
323,972
324,571
324,662
325,583
326,888
326,813
326,985
327,744
327,501
328,747
328,450
329,839
330,621
330,520
330,714
330,610
330,500
331,708
331,737
331,410
331,439
331,883
331,615
331,653
332,477
332,337
332,562
332,722
332,758
332,759
333,510
333,546
333,460
333,615
333,719
334,884
334,914
334,989
334,531
335,802
335,991
335,863
335,469
336,897
336,439
336,582
336,584
336,927
336,925
336,371
337,724
337,726
337,796
337,690
337,717
337,663
337,551
338,905
338,559
338,542
338,972
338,416
338,753
338,963
339,797
339,971
339,468
339,573
339,900
339,376
340,622
340,854
340,716
340,748
341,587
341,799
341,889
342,385
342,957
342,720
343,921
343,727
343,388
343,570
344,887
344,903
344,441
344,427
345,414
345,843
345,778
346,665
346,759
346,770
346,919
346,444
347,449
347,452
347,996
347,741
348,842
348,763
349,448
349,716
349,854
349,659
350,369
350,860
350,450
350,511
351,823
351,926
351,995
351,409
351,541
352,501
352,839
352,912
353,908
353,969
354,601
354,863
354,872
355,673
356,751
356,910
357,532
357,578
357,741
358,498
358,538
358,794
358,420
359,537
360,893
360,537
361,756
361,788
361,570
362,370
362,407
362,713
363,498
363,378
363,538
364,457
364,843
364,375
365,422
365,539
365,841
366,699
366,778
367,873
367,771
367,929
367,408
368,873
368,417
368,708
369,866
369,539
369,947
370,961
370,536
370,994
371,498
371,722
371,584
372,839
372,503
373,773
373,975
374,667
374,939
375,673
375,920
376,591
376,710
376,797
376,772
376,397
376,388
376,508
376,971
376,790
376,937
376,864
376,600
376,756
376,654
376,801
376,674
376,900
376,468
377,889
377,799
377,875
378,538
378,477
378,724
379,834
379,449
379,548
379,741
380,842
380,598
380,896
380,740
381,735
381,539
381,725
381,800
381,511
381,781
382,538
382,389
382,717
382,409
383,448
383,710
384,962
384,728
384,843
384,392
385,887
385,574
386,466
386,626
386,718
387,537
387,893
387,966
387,413
387,529
388,591
388,580
388,971
388,864
389,726
389,717
389,541
390,807
390,587
390,456
390,799
391,439
391,528
391,927
392,406
393,587
393,456
393,668
394,751
394,697
394,971
395,751
395,685
396,540
397,797
397,573
398,879
399,667
400,571
400,899
401,440
401,529
401,413
402,758
402,409
403,831
403,958
403,454
403,688
403,631
403,629
403,990
403,903
403,941
403,542
403,574
403,720
404,681
404,676
404,844
405,944
405,837
405,849
405,892
405,950
405,906
405,743
405,697
405,672
405,812
405,423
406,590
406,540
406,430
406,744
406,817
406,442
406,846
406,752
406,886
406,909
406,605
406,871
407,536
407,712
407,713
407,955
407,805
407,628
407,411
407,738
407,961
407,993
407,832
407,833
408,429
408,911
408,627
408,912
408,839
408,915
408,442
408,549
408,871
409,538
409,855
409,439
409,582
409,717
409,794
409,927
409,562
409,663
409,491
409,758
410,435
410,824
410,544
410,779
410,460
410,820
410,700
412,707
412,624
412,739
412,506
412,545
412,935
412,526
412,825
412,762
412,505
412,746
412,425
413,537
413,539
413,567
413,966
413,440
413,561
413,650
413,810
413,620
413,999
413,774
413,529
414,968
414,694
414,829
415,613
415,840
416,559
416,542
416,972
416,827
417,544
417,708
418,622
419,969
419,741
420,870
421,869
421,918
422,911
422,838
422,721
423,870
423,541
425,739
425,505
425,545
425,935
426,733
426,956
426,428
427,680
427,958
427,882
427,990
428,622
428,716
428,989
428,704
429,501
429,909
430,518
431,736
432,889
432,597
432,587
433,561
433,537
433,779
434,793
434,669
434,844
435,891
436,666
436,836
437,707
437,935
437,545
438,736
438,767
438,708
439,709
439,769
439,717
439,663
440,561
440,966
440,774
440,664
440,616
441,682
441,454
441,631
441,629
441,887
442,540
442,541
442,503
442,637
442,728
442,871
443,708
443,544
443,779
443,526
443,719
443,679
444,952
444,977
444,803
444,984
445,728
445,869
445,502
446,696
446,598
446,842
446,740
446,575
447,614
447,800
447,469
448,451
448,593
448,457
448,956
448,973
448,534
448,609
449,908
449,741
449,969
449,766
449,578
449,835
449,493
450,735
450,838
450,689
450,776
450,845
450,664
450,866
451,682
451,625
451,859
451,677
451,809
451,618
452,834
452,766
452,908
452,969
452,730
452,548
452,493
452,532
453,888
453,516
453,813
453,596
453,876
453,796
453,521
453,641
453,821
453,996
453,985
454,507
454,631
454,459
454,903
454,629
454,574
455,686
455,795
455,775
455,898
455,667
455,850
455,939
455,925
455,867
455,586
456,889
456,668
456,799
456,597
456,716
456,495
456,807
456,587
457,973
457,862
457,572
458,842
458,576
460,693
460,779
460,853
460,472
461,541
461,499
461,997
462,995
462,959
463,774
463,684
464,620
464,633
464,761
465,722
465,708
466,720
467,536
467,994
469,519
470,541
471,631
471,898
471,686
472,719
473,906
473,857
473,892
474,873
474,627
475,891
475,911
475,725
476,568
476,655
477,726
478,535
478,825
478,730
479,542
479,972
479,745
480,812
480,858
481,957
481,488
481,575
482,582
482,870
482,995
483,700
484,938
484,517
484,712
484,976
484,572
485,681
485,968
485,731
485,843
485,675
486,908
486,618
487,552
487,972
488,696
488,842
489,927
490,660
490,802
492,749
492,758
492,875
494,498
494,686
494,898
494,789
494,678
495,889
495,597
495,587
496,630
497,584
498,541
498,927
498,749
498,663
499,734
499,595
500,714
500,987
501,874
501,540
501,839
501,830
501,872
502,670
502,671
502,869
503,962
503,540
503,768
504,772
504,822
504,900
505,707
505,739
505,545
506,707
506,739
506,746
507,680
507,720
507,574
508,772
508,727
508,573
509,892
509,858
509,742
509,698
509,602
510,736
510,719
511,911
511,800
511,664
511,739
512,666
512,867
513,773
513,915
513,670
513,885
514,710
514,593
514,607
514,706
515,895
515,639
515,569
515,619
515,757
515,576
516,888
516,521
516,596
516,641
517,623
517,543
517,732
518,964
518,962
518,744
518,590
519,840
519,524
519,940
520,714
520,977
521,888
521,596
521,876
521,641
522,835
522,980
522,593
522,703
523,766
523,908
523,741
523,969
523,898
523,578
524,840
524,863
525,553
525,723
525,829
525,715
526,739
527,815
527,967
527,710
528,749
528,717
528,541
529,966
529,567
530,865
530,838
530,643
530,606
531,716
531,780
533,735
533,693
533,539
533,943
534,710
534,712
535,730
535,898
536,961
536,634
536,868
536,713
536,955
536,628
536,738
536,581
536,994
536,832
537,906
537,567
537,966
537,633
537,777
537,561
537,948
537,774
537,900
538,626
538,722
538,612
538,717
538,731
538,927
538,823
538,663
538,568
538,997
538,541
539,735
539,693
539,891
539,880
539,841
539,776
539,860
539,904
539,866
539,865
539,760
539,967
540,744
540,874
540,839
540,583
540,916
540,962
540,613
540,549
540,909
540,671
541,875
541,794
541,724
541,897
541,612
541,709
541,663
541,595
542,905
542,594
542,745
542,972
542,827
542,565
542,753
542,552
543,961
543,594
543,967
543,878
543,835
543,733
543,750
543,710
543,862
543,572
543,608
544,945
544,708
544,737
544,615
544,719
544,700
544,853
544,983
544,653
544,791
545,707
545,588
545,739
545,935
545,688
545,848
545,624
545,762
547,803
547,714
548,741
549,839
550,885
550,576
551,709
551,936
552,745
553,699
553,715
554,621
554,992
555,726
555,661
556,981
556,657
557,914
557,716
558,837
558,918
559,905
559,742
559,972
559,827
560,875
560,655
560,832
560,724
561,684
561,729
561,893
561,777
561,966
561,810
562,632
562,875
562,595
562,724
562,612
562,717
562,870
562,851
562,758
562,959
563,982
564,589
564,899
564,763
565,905
565,972
565,745
566,778
566,715
567,893
568,579
568,722
569,589
569,957
569,835
569,818
569,598
569,648
569,740
569,571
570,674
570,573
571,957
571,696
571,842
571,919
571,899
571,665
571,576
571,896
571,575
572,890
572,712
572,732
572,733
572,924
572,980
573,819
573,756
573,772
573,727
573,801
573,921
573,900
573,864
574,903
574,887
575,957
575,598
575,881
575,899
575,861
575,740
576,741
576,652
576,757
576,604
576,896
576,763
577,606
577,814
579,875
579,943
580,635
581,985
581,596
585,595
586,939
587,611
587,663
587,668
587,597
588,707
588,762
589,662
589,895
589,842
589,665
590,744
590,643
590,869
590,871
591,621
591,727
591,797
591,971
591,822
591,864
592,713
592,729
592,844
592,723
592,669
592,617
592,778
593,682
593,859
593,630
593,973
593,609
594,835
594,710
594,862
595,690
595,927
595,937
596,888
596,876
596,796
596,975
597,889
597,799
597,611
597,668
598,957
598,640
598,619
598,654
598,763
599,897
599,931
600,603
601,840
601,718
602,844
603,674
603,971
604,647
604,829
604,763
605,978
605,687
606,932
606,841
607,710
607,920
608,973
608,650
610,621
611,799
611,889
612,897
612,726
612,722
612,717
612,912
612,937
613,835
614,841
615,949
616,620
616,893
617,729
617,844
618,732
619,652
619,842
620,877
621,884
621,714
622,989
622,716
622,914
623,967
623,989
623,835
623,733
623,677
624,707
624,935
624,993
624,762
625,835
625,712
625,890
625,973
625,651
626,840
626,970
626,826
626,940
626,718
627,962
627,869
629,680
629,720
630,849
630,910
630,705
630,784
631,907
631,806
631,941
631,887
632,667
632,836
633,761
633,877
634,868
634,642
635,847
636,836
636,666
638,962
638,916
638,692
638,773
639,759
639,640
639,942
639,696
640,957
640,885
641,796
641,671
642,955
642,868
643,865
644,838
644,693
644,841
645,728
646,837
646,856
646,897
647,942
648,896
650,966
651,967
656,938
656,750
656,894
658,786
658,840
659,989
659,828
660,863
660,747
661,897
662,895
663,726
663,927
663,937
663,734
664,911
664,988
664,865
665,957
665,727
665,763
666,667
666,836
667,795
667,855
667,804
667,925
667,867
667,678
668,889
668,858
668,807
669,729
669,956
669,844
669,715
670,771
671,962
671,912
671,839
672,743
673,681
673,723
674,702
675,856
675,920
676,729
677,732
678,896
679,736
679,779
680,977
681,731
681,844
681,843
682,890
683,962
683,949
684,893
684,777
685,743
685,742
686,795
686,855
687,869
688,720
689,838
689,963
689,800
691,743
691,785
691,784
692,917
692,808
693,891
693,725
693,838
693,841
693,865
693,760
693,943
694,968
694,778
695,859
695,792
696,895
696,841
696,861
696,885
696,759
696,928
696,942
697,742
698,849
699,843
702,772
702,831
703,967
703,710
704,748
705,782
705,742
706,733
707,739
707,848
707,746
707,762
707,763
708,842
708,767
708,816
708,791
709,798
709,724
709,787
709,722
709,717
709,997
709,959
710,974
711,729
711,715
711,968
711,843
711,844
711,731
711,965
711,829
711,755
712,973
712,809
712,976
713,961
713,738
713,744
713,994
713,868
713,833
714,889
714,884
714,725
714,930
714,987
715,808
716,914
716,989
716,899
716,748
716,828
717,875
717,968
717,722
717,927
718,840
718,933
718,826
718,721
718,940
718,747
718,872
719,738
720,958
720,806
720,941
721,826
721,840
721,970
721,991
721,863
721,852
721,747
721,872
722,962
722,794
722,927
722,926
723,731
723,778
723,872
724,870
725,947
725,776
725,904
725,760
725,943
726,780
726,927
726,870
727,756
727,900
728,948
728,960
728,839
728,916
728,912
729,731
729,844
729,793
730,836
730,775
730,825
730,939
730,867
731,843
732,890
732,750
733,890
733,894
733,973
734,737
735,838
735,916
735,988
735,760
736,737
737,853
737,791
738,961
738,993
738,868
738,833
739,935
739,762
740,770
740,842
741,834
741,766
741,913
741,969
742,906
742,849
742,892
742,743
743,944
743,770
744,874
744,960
744,839
744,989
744,979
744,869
745,827
748,989
750,967
750,828
751,944
751,857
751,910
751,769
752,886
752,842
754,983
754,836
754,755
755,844
756,971
756,790
756,900
757,957
757,919
757,928
759,957
759,842
759,919
759,899
759,896
760,838
760,800
760,997
761,813
761,966
762,961
762,848
763,818
764,843
765,962
766,969
766,909
767,949
768,913
768,969
771,817
772,814
772,927
772,783
773,978
773,915
774,893
774,973
775,836
775,964
775,972
775,867
776,841
776,891
781,898
781,954
782,857
783,864
784,858
785,837
786,840
786,863
787,798
787,870
788,864
790,797
792,973
793,897
793,968
794,836
795,836
795,951
796,888
796,996
797,971
798,897
798,819
798,927
801,864
801,847
802,840
802,940
802,863
804,867
805,961
805,868
806,887
811,854
814,864
815,974
818,942
819,921
821,866
824,883
829,968
830,979
832,961
832,993
833,961
833,868
834,908
834,913
834,969
834,843
835,938
835,894
835,967
835,999
836,898
836,951
836,939
836,954
836,867
837,858
837,918
838,860
838,932
838,988
838,866
839,917
839,934
839,929
840,991
840,933
840,863
840,872
841,893
841,904
841,911
841,865
841,866
841,947
841,943
842,899
842,896
842,885
842,928
843,968
843,844
844,894
844,920
844,863
845,974
846,849
850,957
850,998
852,872
854,989
857,906
857,858
859,938
859,945
859,894
860,866
861,881
862,973
863,872
864,971
864,923
865,904
865,972
865,866
866,891
866,988
867,898
868,961
868,955
869,927
869,871
869,901
870,897
870,927
870,901
871,888
871,962
871,909
871,968
871,912
871,886
871,929
872,933
872,940
878,894
881,957
882,990
884,984
884,987
885,957
885,896
886,953
886,915
886,901
887,958
888,996
888,985
891,904
892,906
892,946
894,973
895,957
895,905
900,971
901,916
904,943
905,972
905,963
906,918
907,941
908,969
909,962
909,978
910,998
912,934
913,969
916,960
917,953
919,998
920,968
921,971
922,992
922,989
923,971
926,936
927,931
931,959
934,960
939,951
943,947
944,979
946,950
950,995
951,983
953,960
956,973
960,981
962,981
967,976
967,973
982,983
