Source,Target
81,361
81,191
81,166
81,431
82,254
82,146
82,238
82,194
83,484
83,423
83,174
83,352
83,135
83,264
84,174
84,348
84,154
84,484
84,499
84,448
85,159
85,361
85,317
85,166
85,431
86,257
86,279
86,395
86,222
86,181
86,489
87,198
87,199
87,277
87,105
87,387
88,198
88,277
88,482
88,355
89,244
89,199
89,175
89,351
89,385
89,285
90,393
90,135
91,288
91,284
92,436
93,498
93,499
93,496
94,413
94,144
95,413
95,256
95,491
96,168
96,481
97,131
97,442
97,433
98,342
98,284
98,440
99,131
99,229
99,389
100,239
100,364
101,146
101,457
102,379
102,131
102,427
102,157
103,187
103,305
103,204
104,354
104,383
104,301
105,298
105,378
106,484
106,200
106,464
107,289
107,296
107,281
107,118
108,141
108,249
108,173
108,367
109,160
109,304
109,206
110,490
110,286
110,346
110,368
111,483
111,365
111,277
112,361
112,156
112,431
113,197
113,454
113,203
114,484
114,499
114,428
115,202
115,287
115,497
116,276
116,341
116,189
117,393
117,334
118,403
118,384
119,341
119,243
120,345
120,191
120,489
121,138
121,380
121,200
123,293
123,308
123,167
124,339
124,196
125,351
125,285
125,495
126,257
127,392
127,440
128,254
128,260
128,310
129,295
129,262
130,490
130,349
130,376
130,344
130,439
130,429
130,185
130,480
130,318
130,482
130,426
130,448
130,286
130,337
130,368
131,369
131,195
131,485
131,251
131,341
131,293
131,202
131,167
131,280
131,155
131,303
131,161
131,308
131,287
132,307
132,481
133,392
133,398
134,469
134,197
134,425
134,430
134,203
134,409
134,150
134,454
134,477
134,208
134,331
134,357
134,420
134,336
135,247
135,499
135,206
135,438
135,449
135,315
135,496
135,304
135,298
135,386
135,498
135,388
136,433
136,427
136,233
136,434
136,202
136,408
136,276
136,358
136,402
136,363
136,287
136,497
136,303
136,383
136,341
136,353
136,337
137,455
137,385
137,463
137,234
137,366
137,283
137,269
137,495
137,175
137,207
137,466
137,223
137,244
137,285
137,467
137,183
138,299
138,252
139,197
139,425
139,404
140,363
140,157
141,317
142,279
142,250
142,144
143,200
143,287
143,442
144,492
145,197
145,150
145,430
147,399
147,151
147,296
148,311
148,418
148,158
148,391
148,480
148,299
148,180
149,372
149,290
149,199
149,277
149,284
149,184
150,374
150,469
150,197
150,404
150,203
150,497
151,316
151,343
151,204
151,360
151,220
151,209
151,166
151,489
152,400
152,346
152,239
152,482
152,394
152,426
153,456
153,464
153,494
153,198
153,298
153,450
154,371
154,338
154,345
154,329
154,304
155,169
155,363
155,157
155,303
155,485
155,337
155,167
156,227
156,390
156,267
156,282
156,265
156,468
156,488
157,341
157,481
157,237
157,287
157,243
157,485
158,311
158,299
158,289
158,480
158,465
158,447
158,486
159,253
159,452
159,206
159,431
159,211
159,264
160,255
160,371
160,347
160,412
160,453
161,427
161,470
161,485
161,237
161,497
161,332
162,493
162,314
162,204
162,491
162,218
162,281
162,489
163,338
163,492
163,397
163,498
163,354
163,484
163,388
164,338
164,359
164,280
164,428
164,487
165,195
165,369
165,408
165,276
165,415
165,287
165,178
165,337
166,261
166,224
166,211
166,431
167,276
167,301
167,273
167,350
168,236
168,475
168,481
168,169
168,193
169,291
169,481
169,307
169,193
170,491
170,298
170,494
171,340
171,488
172,344
172,346
172,414
172,349
172,482
172,426
173,186
173,238
173,480
173,382
173,310
174,347
174,329
174,348
174,496
174,309
175,462
175,495
175,366
175,207
175,467
175,223
176,382
176,457
176,310
177,245
177,391
177,335
177,242
178,200
179,278
179,430
180,294
181,313
182,307
182,481
183,285
183,495
185,490
185,398
185,482
186,486
186,367
187,399
187,220
187,296
188,426
188,318
188,368
189,317
189,337
189,497
190,482
190,426
190,429
191,489
192,311
192,299
192,480
192,242
193,481
194,361
194,249
195,432
195,402
195,293
195,202
195,308
195,276
195,363
195,337
195,497
195,485
195,213
196,373
196,339
196,471
196,235
196,362
196,479
196,271
196,365
196,320
196,483
196,381
197,420
197,199
197,203
197,454
197,417
197,425
197,430
197,336
198,290
198,342
198,284
198,323
198,494
198,298
198,355
199,313
199,284
199,494
200,272
200,436
200,405
200,364
200,278
200,410
200,442
201,371
201,423
201,411
201,348
201,395
201,496
201,499
201,487
202,434
202,402
202,483
202,337
202,280
202,287
202,301
202,383
202,358
203,247
203,374
203,404
203,325
203,425
203,331
203,430
204,314
204,312
204,403
204,343
204,217
204,324
204,316
204,485
204,384
204,493
205,245
205,299
205,335
206,411
207,366
207,495
208,331
208,430
209,384
209,392
209,343
210,341
210,287
210,337
211,224
212,299
212,422
212,279
212,289
213,425
213,384
213,430
214,340
214,424
214,468
214,488
215,444
215,298
215,284
216,298
216,306
217,360
217,343
218,314
218,281
219,491
219,298
219,302
220,343
220,493
221,292
221,314
221,281
222,342
223,285
223,417
224,253
224,452
225,340
225,424
225,297
226,330
226,268
226,252
227,282
227,488
228,474
228,282
228,451
229,499
230,449
230,496
231,299
231,480
232,361
232,397
233,482
233,368
234,495
235,373
235,237
235,365
235,483
236,291
236,481
236,307
237,276
237,287
237,427
238,457
238,254
238,260
239,344
239,346
239,396
239,334
240,338
240,377
240,347
240,241
240,467
240,487
241,411
241,422
241,487
241,388
241,389
242,435
242,494
242,299
242,486
243,353
243,497
243,332
243,337
244,495
244,467
244,385
244,285
245,319
246,483
246,347
246,339
247,359
247,498
248,274
248,492
248,494
248,439
249,428
250,445
250,284
250,461
251,324
251,343
251,306
252,278
253,431
255,347
257,436
258,298
258,481
259,312
259,306
259,281
261,317
261,431
262,493
262,281
263,482
263,429
263,346
264,431
265,329
265,333
266,319
266,491
266,437
267,488
267,297
268,278
268,345
269,455
269,492
270,282
270,297
271,483
271,362
272,405
273,299
274,284
275,342
275,279
275,441
276,434
276,497
276,338
276,337
277,288
277,313
277,494
277,387
278,400
278,436
278,405
278,393
278,410
279,342
279,406
279,492
279,387
279,313
280,485
280,379
280,287
280,358
280,353
280,337
281,332
281,471
281,306
281,489
282,340
282,302
282,297
282,283
282,424
282,468
283,340
283,474
283,390
283,424
283,468
283,333
283,488
284,390
284,295
284,395
284,302
284,491
284,298
284,499
285,495
285,467
286,460
286,439
286,490
286,365
286,398
286,426
287,369
287,433
287,427
287,414
287,363
287,497
287,303
287,485
287,337
288,492
288,494
289,422
289,391
289,480
290,367
290,491
291,481
292,306
292,296
292,345
292,493
293,485
294,437
294,422
294,480
294,299
295,443
296,312
297,424
297,488
298,494
298,302
298,491
298,492
298,445
299,458
299,480
299,447
299,422
299,418
299,319
299,441
299,486
300,483
300,339
301,369
301,435
301,341
301,337
302,492
303,337
303,485
304,499
305,473
305,343
305,345
305,493
305,328
306,345
306,489
307,481
308,406
308,379
308,350
308,485
309,422
309,311
309,480
309,447
309,486
310,478
310,382
311,319
311,480
311,465
312,403
312,360
312,493
312,316
312,489
313,496
313,387
314,459
314,345
314,424
314,493
315,401
315,359
315,484
315,386
316,493
316,473
316,343
316,384
316,489
317,452
317,431
318,462
318,476
318,364
318,426
319,458
319,422
319,391
319,486
320,339
320,362
320,323
320,415
320,483
321,491
321,363
322,498
322,372
323,483
323,339
324,343
325,477
326,380
326,489
327,483
327,339
328,338
328,487
329,352
329,416
330,436
330,443
331,454
331,430
332,485
332,427
333,451
333,468
333,375
334,380
334,393
334,442
335,486
335,480
336,425
336,454
337,432
337,427
337,341
337,497
337,487
338,427
338,347
338,498
338,499
338,496
338,484
339,475
339,362
339,381
339,365
339,483
339,493
340,432
340,451
340,474
340,390
340,357
340,424
340,468
340,488
341,485
341,434
341,497
342,440
342,494
342,395
342,498
343,399
343,489
344,396
344,346
344,490
344,453
344,364
344,426
344,429
344,368
345,493
345,459
345,360
345,489
346,394
346,350
346,349
346,482
346,426
346,429
347,416
347,496
347,428
348,359
349,398
350,432
351,385
351,495
352,484
354,487
357,488
359,472
359,499
360,471
360,450
360,493
361,431
362,373
362,483
363,497
364,482
364,448
364,429
365,483
366,495
366,385
367,382
368,482
370,445
372,492
373,483
374,425
375,424
375,421
375,488
377,496
378,423
378,484
379,490
379,497
383,433
383,485
386,397
386,498
388,499
389,423
389,428
390,488
391,422
393,443
394,482
395,450
396,482
397,423
397,499
398,490
399,488
399,489
400,460
401,453
407,419
407,444
408,485
409,425
409,430
410,464
414,482
415,485
417,430
419,491
419,494
419,445
420,430
421,468
421,488
422,447
422,486
423,453
423,496
423,484
424,468
424,488
425,454
425,429
428,487
429,476
429,491
432,485
433,497
438,453
439,482
441,461
446,490
446,454
446,448
449,487
451,488
453,484
454,469
455,467
458,486
459,493
460,482
461,492
463,467
463,495
465,480
466,467
466,495
467,495
468,488
470,492
472,487
473,489
475,481
476,490
479,483
480,486
481,495
482,490
484,499
484,498
487,496
489,493
492,494
498,499
