Source,Target
70,506
70,1584
70,763
71,757
71,1580
71,1154
71,1312
71,1276
72,913
72,1903
72,1664
73,1894
73,575
73,513
74,1361
74,1506
74,406
75,1538
75,669
76,1366
76,733
76,1698
77,960
77,1620
78,1945
78,682
78,221
79,1254
79,690
79,1147
80,1391
80,1859
80,874
80,1376
80,546
81,140
81,892
81,183
81,763
81,1541
82,1909
82,892
82,1651
82,833
82,221
83,1908
83,870
83,283
83,492
83,808
84,1041
84,444
84,622
84,738
84,1377
85,1522
85,731
85,1465
85,128
85,896
86,139
86,1789
86,1262
86,1524
86,1596
87,912
87,417
87,855
87,1858
87,1559
88,871
88,1672
88,137
88,1867
88,971
89,1535
89,1897
89,1940
89,1362
89,165
90,1431
90,1688
90,1909
90,491
90,1374
90,1478
90,376
90,892
90,1156
90,895
90,518
91,1895
91,479
91,741
91,1038
91,483
91,1989
91,450
91,1113
91,1130
91,642
91,1607
92,353
92,829
92,475
92,1706
92,875
92,1456
92,1988
92,650
92,507
92,296
92,303
93,1428
93,1897
93,1362
93,1701
93,1650
93,1269
93,1315
93,765
93,1535
93,1043
93,1516
94,1661
94,416
94,1031
94,1259
94,258
94,1099
94,1107
94,1390
94,653
94,631
95,943
95,475
95,663
95,1901
95,225
95,1266
95,1578
95,1934
95,730
95,898
95,1971
96,1169
96,1727
96,1491
96,373
96,1081
96,890
96,1532
96,848
96,1510
96,1253
96,299
97,696
97,1543
97,1077
97,1902
97,1565
97,615
97,1879
97,891
97,881
97,1189
97,402
98,583
98,1051
98,479
98,1309
98,274
98,1228
98,1831
98,1626
98,450
98,1607
98,1193
99,1348
99,513
99,1900
99,1379
99,1017
99,272
99,428
99,550
99,762
99,1315
99,897
100,1050
100,906
100,1816
100,1464
100,1245
101,506
101,1043
101,1537
101,241
101,682
102,224
102,991
102,1507
102,375
102,706
103,729
103,114
103,628
103,1035
103,1486
104,387
104,506
104,1313
104,840
104,1103
105,1309
105,479
105,1539
105,287
106,1876
106,1981
106,374
106,1576
106,1980
107,435
107,1759
107,1207
107,1267
107,1126
108,1371
108,1441
108,223
108,679
108,1040
109,588
109,1981
109,1538
109,1374
109,1431
110,742
110,224
110,367
111,872
111,1651
111,635
112,870
112,550
112,1433
113,273
113,304
113,929
114,1803
114,1035
114,1315
114,897
114,655
115,911
115,607
115,1899
115,1069
115,1833
116,1729
116,364
116,630
116,1730
116,634
117,798
117,1466
117,735
118,1379
118,990
118,628
118,844
118,762
118,897
119,806
119,567
119,1687
119,1294
119,807
119,1465
120,121
120,1196
120,421
120,487
120,893
120,245
121,932
121,533
121,1836
121,1271
121,249
122,487
122,1117
122,646
122,932
123,1152
123,157
123,1741
123,280
124,1459
124,1280
124,1572
124,717
124,743
124,1185
125,1351
125,928
125,1922
125,1905
125,980
125,557
126,217
126,1184
126,619
127,1671
127,530
127,1927
127,450
127,1936
127,197
128,253
128,1080
128,494
128,1842
128,1652
128,1724
128,244
129,1689
129,578
129,1496
129,1597
130,1836
130,419
130,1708
130,1189
131,1769
131,1552
131,1179
132,1602
132,171
132,1822
132,1193
133,410
133,606
133,1753
133,1823
134,218
134,1025
134,222
134,1054
135,555
135,896
136,1778
136,1815
136,1655
136,1100
137,1768
137,1891
137,407
138,1575
138,723
138,236
138,1112
139,1274
139,906
140,1812
140,1998
141,337
141,1562
141,773
142,1070
142,936
142,1106
142,1452
143,1235
143,1108
143,527
143,1653
143,564
144,1769
144,1782
144,248
144,1173
145,1593
145,565
145,526
145,434
145,906
146,1299
146,1301
146,896
146,478
146,533
147,218
147,222
147,599
148,1690
148,743
148,481
149,1006
149,1309
149,360
150,1603
150,634
150,1554
151,1822
151,1514
151,515
152,770
152,1121
152,1680
152,781
152,1213
152,629
153,1372
153,781
153,788
153,1213
153,1624
153,897
154,1123
154,1586
154,219
154,361
154,1577
155,1805
155,1993
155,207
156,1733
156,1165
156,1984
156,1904
156,1153
156,1514
157,696
157,402
157,615
157,1265
157,1189
158,985
158,1037
158,1469
159,674
159,1111
159,1899
160,1384
160,772
160,1192
161,915
161,665
161,326
162,785
162,1045
162,1268
162,1967
162,1445
162,852
163,1151
163,1482
163,1762
163,545
163,970
163,876
164,969
164,1722
165,765
165,1897
166,355
166,1397
166,863
167,868
167,1155
167,480
168,689
168,1335
168,1848
168,271
169,441
169,288
170,1338
170,234
170,1388
171,808
172,1149
172,991
172,928
173,627
173,891
173,1179
174,609
174,612
174,1026
175,1480
175,1938
175,1808
176,211
176,204
176,497
177,218
177,743
177,1185
178,1007
178,1115
178,359
179,1464
179,1378
179,764
180,687
180,412
180,1480
181,1605
181,1597
182,1855
182,708
182,1713
183,1431
183,840
184,1485
184,1674
184,1705
185,999
185,1192
185,1398
186,1186
186,1787
186,1793
187,242
187,1864
187,236
187,1900
187,1114
188,873
188,1958
188,1034
189,511
189,459
189,1193
190,1988
190,1786
190,475
191,1197
191,1288
191,604
192,366
192,1281
192,1659
193,539
193,875
193,1517
194,1641
194,226
194,492
195,628
195,528
195,1900
196,221
196,351
196,1900
197,1520
197,1893
198,1691
198,444
198,915
199,795
199,760
199,1515
200,854
200,441
201,1310
201,817
201,635
202,1970
202,1125
202,385
203,1080
203,1496
203,1598
204,904
204,1659
205,1082
205,1748
205,686
206,1362
206,1940
206,1326
207,1964
207,1324
208,506
208,892
208,1422
208,518
209,1594
209,529
209,1396
209,745
210,1497
210,1222
210,1696
210,1895
211,955
211,497
211,1040
212,217
212,1603
212,1901
212,225
213,1424
213,867
213,229
213,228
214,1032
214,608
214,484
214,1363
215,1500
215,1480
215,1255
216,1631
216,1859
216,1198
216,1376
216,1386
216,383
217,1365
217,711
217,1604
217,1283
217,964
217,663
217,1273
217,225
217,1184
217,1901
217,305
217,296
217,1934
217,1266
217,500
217,898
217,989
218,1547
218,1025
218,621
218,1437
218,725
218,1772
218,787
218,222
218,389
218,1413
218,1414
218,1837
218,1877
218,1147
218,1892
219,1050
219,476
219,1682
219,1599
219,1422
219,361
219,678
219,814
219,1595
219,514
219,1344
219,1586
219,1577
219,1678
219,654
219,502
219,302
219,736
220,260
220,1951
220,876
220,1245
220,406
220,1046
221,506
221,355
221,1735
221,230
221,1693
221,1806
221,286
221,993
221,376
221,1929
221,763
221,518
221,1814
221,521
221,682
221,966
222,656
222,389
222,621
222,599
222,725
222,1784
222,1254
222,876
222,1203
222,1268
222,1419
222,329
222,520
222,1414
222,1540
222,1054
223,1092
223,366
223,904
223,808
223,1371
223,1231
223,1822
223,1109
223,1775
223,1826
223,979
223,1574
223,1180
223,1040
223,1602
223,1711
223,1090
223,1193
224,868
224,657
224,488
224,613
224,1889
224,614
224,1492
224,1223
224,1038
224,1473
224,1705
224,1978
224,998
224,706
224,301
224,505
225,1184
225,1365
225,989
225,1738
225,1901
225,1971
225,1951
225,1224
225,305
225,323
225,1934
225,730
225,1603
225,691
225,1972
225,1518
226,366
226,1756
226,1760
226,1371
226,1883
227,1690
227,1349
227,477
227,1067
227,613
227,488
227,860
227,742
227,1889
227,1375
227,1038
227,426
227,571
227,1172
227,639
227,1159
227,243
227,1208
227,342
228,1723
228,1485
228,1674
228,229
228,1802
228,1528
228,1551
228,1922
228,572
228,667
228,240
228,1544
228,574
228,379
228,1425
228,492
228,1999
229,1485
229,855
229,667
229,1579
229,1999
229,1424
229,1425
230,506
230,408
230,840
230,233
230,1313
230,443
230,1537
231,1500
231,484
231,1209
231,914
231,1860
231,985
231,1358
231,823
231,1190
232,1712
232,1055
232,1367
232,744
232,1669
232,761
232,1268
232,1045
233,840
233,1916
233,1667
233,491
233,1806
233,1156
233,947
234,1024
234,722
234,544
234,494
234,1338
234,1842
234,1511
234,244
235,387
235,1745
235,1825
235,807
235,1687
235,896
235,531
235,586
235,1504
235,766
235,632
235,1088
235,555
235,309
235,1604
235,1605
235,1162
236,924
236,264
236,1736
236,724
236,1325
236,1488
236,470
236,1114
236,1864
236,1575
236,1230
236,983
236,242
236,723
236,1131
236,625
237,1254
237,369
237,1477
237,1203
237,1015
237,1704
237,1368
237,1892
238,1977
238,1798
238,609
238,782
238,612
238,394
238,1026
238,1534
238,886
239,371
239,1377
239,793
239,1752
239,308
239,1865
240,1485
240,1551
240,1997
240,867
240,1932
240,574
240,751
240,1937
240,1674
241,365
241,1564
241,810
241,892
241,1313
241,763
241,518
241,1537
241,966
241,1541
242,264
242,1736
242,724
242,1613
242,1114
242,1330
242,1575
242,1230
242,1131
243,1349
243,1258
243,614
243,742
243,1889
243,375
243,706
243,438
243,1507
243,505
244,1024
244,1598
244,544
244,1388
244,1511
244,1842
244,1640
244,1652
244,650
245,646
245,1244
245,1093
245,487
245,1383
245,1037
245,1508
245,1836
245,517
245,1446
246,525
246,1628
246,357
246,570
246,1904
246,760
246,1914
246,1187
246,1394
246,1515
247,607
247,1734
247,1166
247,1899
247,1979
247,1111
247,1112
247,1316
247,996
247,445
247,1423
248,1426
248,1341
248,480
248,872
248,759
248,649
248,1651
248,1186
248,1463
248,664
249,1117
249,487
249,1598
249,1383
249,1196
249,1127
249,982
249,1707
249,1804
249,645
250,1062
250,914
250,1729
250,522
250,1215
251,487
251,903
251,1446
251,681
251,1314
252,787
252,468
252,491
252,376
252,1211
253,1080
253,1718
253,1842
253,1388
254,941
254,704
254,1656
254,700
254,1905
255,1157
255,1218
255,1984
255,1904
255,1442
256,555
256,646
256,1127
256,893
256,932
257,966
257,1561
257,1530
257,1212
257,1243
258,1031
258,1635
258,631
258,416
259,630
259,1968
259,984
259,1844
259,482
260,345
260,364
260,949
261,1364
261,1850
261,479
262,1238
262,1456
262,507
262,875
263,1427
263,1697
263,978
263,935
263,452
263,1969
263,752
263,1395
264,1736
264,1325
264,470
264,1114
264,1040
264,625
265,1963
265,1783
265,632
265,896
266,369
266,810
266,389
266,1892
267,371
267,396
267,1219
268,514
268,361
268,1783
268,1599
269,1726
269,1083
269,636
269,755
270,1895
270,1051
270,314
271,602
271,469
271,651
271,1443
271,1852
271,1329
272,1205
272,1432
272,1900
272,870
272,1549
272,1315
272,1188
273,1140
273,1443
274,289
274,395
275,1089
275,1065
275,963
276,1575
276,724
276,983
277,288
278,932
278,1314
278,1508
279,1640
279,1507
279,1307
280,1042
280,1984
281,1805
281,685
281,1116
282,1454
282,571
282,1774
283,1813
283,1263
283,1602
284,362
284,484
284,460
285,1712
285,1367
285,1606
286,323
286,1313
286,1667
287,1426
287,664
287,1155
288,1279
288,1758
288,538
288,1369
288,572
288,1509
288,577
288,693
288,562
289,749
289,569
290,531
290,1652
290,1604
291,511
291,1429
291,1110
292,646
292,893
292,645
293,1235
293,527
293,1653
294,740
294,503
294,1761
295,490
295,312
295,560
296,1901
297,1916
297,1408
297,1083
297,817
297,1851
297,1463
298,1894
298,1756
298,1440
298,633
298,1466
298,756
299,1427
299,393
299,1697
299,1931
299,1969
300,359
300,905
300,374
300,1305
300,433
300,1819
301,712
301,1421
302,476
302,1599
303,1706
303,1250
303,471
303,1116
303,1467
304,913
304,617
304,1303
304,581
305,943
305,1184
305,647
305,989
306,1729
306,1554
306,1682
307,1014
307,1240
308,661
308,1447
309,1504
309,999
310,1312
310,1884
310,1047
311,1967
311,1969
311,1913
312,748
312,1430
313,1393
313,345
313,834
314,742
314,448
315,565
315,585
315,1637
316,1187
316,764
317,1935
317,1898
317,1617
318,607
318,445
318,1899
319,1889
319,1850
319,1524
320,930
320,573
320,1761
321,1044
321,1281
321,1193
322,1196
322,1956
322,1446
323,491
324,1654
324,1719
324,1367
325,1115
325,1688
326,523
326,738
326,624
326,578
326,1819
327,1269
327,1018
327,1679
328,508
328,651
328,644
329,1239
329,1609
330,1654
330,1293
330,761
331,365
331,1693
331,1401
332,353
332,1152
332,604
333,387
333,556
333,815
334,767
334,1937
334,1039
335,1252
335,1460
335,1848
336,1082
336,1236
336,576
337,1700
337,850
337,459
338,1463
338,1965
338,1651
338,1344
339,1462
339,734
339,1170
340,1712
340,1939
340,888
341,1091
341,1657
341,425
342,1188
342,477
343,1527
343,607
343,1316
344,657
344,375
344,1473
345,613
346,1072
346,1043
346,1526
347,1566
347,812
347,1157
348,1036
348,1112
348,1316
349,1051
349,1141
349,569
349,662
349,758
349,1966
349,450
349,1747
349,1113
349,1936
349,1539
349,448
350,1462
350,1709
350,760
350,1468
351,427
351,729
351,628
351,750
352,1895
352,1671
352,1644
352,448
353,660
353,809
353,1904
353,1713
353,1152
353,1153
353,515
353,604
353,1536
353,620
354,1500
354,597
354,1354
354,758
354,400
354,412
354,748
354,1480
354,1085
354,1158
354,731
354,885
355,789
355,408
355,763
355,840
355,1146
355,424
355,682
355,892
355,1812
355,833
355,1814
356,403
356,358
356,1757
356,1381
356,1261
356,1110
356,490
356,1084
356,1429
356,1021
356,1602
356,1657
356,1581
357,473
357,525
357,672
357,1562
357,1740
357,510
357,745
357,760
357,1722
357,512
357,1187
358,403
358,1757
358,1801
358,1843
358,490
358,1431
358,786
358,1639
358,1429
358,755
358,1091
359,911
359,607
359,1899
359,1210
359,1069
359,1810
359,1105
359,1316
359,1115
359,1028
360,1346
360,1895
360,1220
360,739
360,1222
360,971
360,1309
360,1116
360,1646
360,1607
360,583
361,1906
361,1678
361,1123
361,678
361,890
361,514
361,1344
361,1599
361,736
361,449
362,1894
362,1119
362,1557
362,522
362,1785
362,608
362,735
362,1600
362,1629
362,1466
362,561
363,634
363,930
363,1656
363,954
364,1762
364,585
364,1378
365,1735
365,408
365,1693
365,1374
365,541
365,1397
366,1822
366,1700
366,1574
367,1470
367,524
367,1757
367,1027
367,1843
367,1261
367,423
367,545
367,1619
367,1061
367,1084
367,1460
367,1021
367,1022
367,1887
367,1657
367,1581
367,1444
368,634
368,1729
368,1122
368,740
368,1693
368,1145
368,666
368,1905
368,1332
368,979
368,630
368,854
368,1730
368,1415
368,482
368,950
368,489
368,954
368,415
369,570
369,787
369,1704
369,690
369,1892
370,1799
370,1715
370,1914
370,1621
370,1712
370,764
370,1594
370,1394
371,1611
371,1490
371,1377
371,825
371,1468
371,1608
372,1363
372,1600
372,1037
372,633
372,1934
372,1358
372,1466
373,805
373,1169
373,1491
373,1284
373,890
373,1510
374,1484
374,974
374,418
374,1605
374,1597
375,613
375,1258
375,1838
375,1998
375,505
376,1471
376,491
376,1961
376,682
376,892
377,944
377,485
377,705
377,1022
378,765
378,1558
378,1663
378,1787
379,1579
379,1184
380,1031
380,653
380,1390
380,631
381,1536
381,1954
381,878
381,394
382,1601
382,1092
382,1759
382,407
383,1391
383,909
383,1464
384,759
384,1552
384,1851
384,1974
385,1816
385,406
385,1378
386,1827
386,1198
386,1004
386,1016
387,1569
387,815
387,647
387,632
387,689
387,1465
387,753
387,1162
388,869
388,526
388,1733
388,809
388,1904
388,1265
388,1153
388,878
388,1612
388,824
388,886
389,922
389,1547
389,1025
389,1784
389,1400
389,1489
389,1015
389,787
390,1776
390,1898
390,1372
390,1935
390,971
390,1624
390,1039
390,1356
390,1672
390,1270
390,1495
391,738
391,1407
391,915
391,665
391,1305
391,1079
391,1828
391,1882
391,1576
391,433
391,1041
392,709
392,1235
392,1119
392,1360
392,1032
392,1363
392,1016
392,484
392,1440
392,633
392,1190
393,1427
393,805
393,1913
393,1697
393,648
393,1931
393,1832
393,1967
393,1817
393,1969
394,869
394,532
394,1763
394,1904
394,1152
394,1612
394,1514
394,1536
395,1364
395,508
395,1051
395,1282
395,739
395,1497
395,830
395,1964
395,1228
395,1130
396,606
396,737
396,409
396,1300
396,1410
396,793
396,937
396,1251
396,1865
396,1468
397,759
397,1560
398,1317
398,934
398,1893
398,493
399,540
399,1532
399,826
399,1895
400,626
400,671
400,1389
400,792
401,1601
401,1311
401,610
401,1122
401,1267
402,910
402,1189
402,881
403,832
403,898
403,1022
404,1364
404,1912
404,1116
404,1228
405,1840
405,1463
405,1663
405,1787
405,1512
406,516
406,876
407,1439
407,610
407,975
408,725
408,892
408,1308
408,1814
408,1998
409,782
409,1490
409,1752
409,440
409,737
409,1468
409,1608
410,1216
410,1486
410,1900
410,769
410,1248
410,655
410,1815
411,462
411,1870
411,1583
411,913
411,977
411,1082
411,1813
411,576
412,465
412,1985
412,1373
412,758
412,1480
412,1158
413,1119
413,627
413,1440
413,1625
413,1032
413,1466
414,1934
414,1084
414,1901
415,664
415,789
416,1031
416,1259
416,1107
416,1390
416,821
416,631
417,611
417,839
417,746
417,889
417,1881
417,1513
417,1606
418,523
418,1484
418,1120
418,915
418,1298
418,1605
419,1244
419,741
420,532
420,1020
420,1161
421,741
421,533
422,523
422,1605
422,624
423,1982
423,855
424,1167
424,1607
425,1460
425,644
426,1838
426,1493
427,606
427,844
428,1868
428,1248
429,1766
429,1377
430,766
430,1920
430,1398
431,830
431,1764
431,569
432,1062
432,1545
433,1980
434,868
434,895
435,1252
435,545
436,1164
436,611
436,1982
436,1034
436,1923
436,932
436,1417
436,889
437,916
437,992
437,785
438,1903
438,1634
439,804
439,1869
439,896
440,713
440,1337
440,1468
440,1462
440,852
440,1608
441,1758
441,538
441,1369
441,1509
442,721
442,1402
442,862
442,913
442,1082
442,576
443,1673
443,675
443,1816
443,446
443,535
444,1981
444,1305
444,892
444,1041
445,911
445,1353
445,1111
445,1316
446,1896
446,1102
446,1393
446,1464
446,535
447,1756
447,542
447,1822
447,492
447,1743
447,1930
448,662
448,530
448,1282
449,476
449,1123
449,1595
449,514
449,1274
450,1895
450,1539
451,1531
451,873
451,1947
452,1427
452,792
453,1032
453,1371
453,1645
454,892
454,491
454,1725
455,1815
455,1655
455,1523
456,926
456,1018
456,1679
457,524
457,485
457,1479
458,1259
458,578
458,959
459,1756
460,1377
461,1225
461,1804
461,1986
462,913
462,1583
463,1391
463,1139
463,1248
464,484
464,1363
464,1684
465,1052
465,1985
466,1880
466,614
466,1159
467,1171
467,772
467,1088
468,588
468,1405
469,1302
469,504
470,1114
471,539
471,670
471,875
471,1988
471,507
472,1902
472,696
472,1565
472,1189
472,942
473,1895
473,948
473,529
473,1715
473,896
473,795
473,745
473,1436
473,1059
473,1187
473,1394
474,1542
474,1709
474,1620
474,1461
474,1318
474,556
474,689
474,1604
474,1658
474,1162
475,1402
475,507
475,875
475,1774
475,1285
475,547
475,650
475,1250
475,1286
476,1678
476,1595
476,814
476,1853
476,514
476,1344
476,1599
476,996
476,1422
477,1737
477,1406
477,488
477,614
477,1978
477,1983
477,1158
477,728
477,519
477,1188
478,1117
478,1163
478,487
478,1383
478,1385
478,1836
478,893
478,1314
478,1707
478,820
478,982
479,1671
479,1989
479,907
479,1927
479,686
479,1934
479,749
479,1936
480,1787
480,1950
480,1685
480,920
480,842
480,759
480,1463
480,579
481,957
481,1280
481,1142
481,1572
481,717
481,743
481,1387
481,794
481,1185
481,643
481,783
482,789
482,1729
482,634
482,489
482,968
482,1554
482,1905
482,1990
482,1730
482,950
483,1206
483,703
483,1989
483,1966
483,1607
484,1675
484,1215
484,1629
484,627
484,669
484,1854
484,1781
484,517
484,633
484,1418
484,1190
484,735
484,1469
485,524
485,944
485,832
485,1801
485,720
485,1843
485,540
485,490
485,1479
485,511
485,1611
485,1702
485,1330
485,1252
485,1218
485,961
486,841
486,847
486,1087
486,1191
486,1090
486,1048
487,859
487,903
487,517
487,1804
487,1986
487,1332
487,741
487,1599
487,1708
487,1446
487,528
488,1690
488,613
488,1473
488,838
488,742
488,1492
488,1223
488,1375
488,1038
488,1159
488,618
488,1188
488,614
488,1659
489,719
489,1676
489,806
489,1666
489,740
489,789
489,666
489,1948
489,1731
489,972
489,630
489,634
489,503
489,1161
490,508
490,1757
490,1029
490,1843
490,1873
490,1444
490,1012
490,1619
490,786
490,801
490,1252
490,1888
491,1735
491,1167
491,1405
491,1909
491,1316
491,1806
491,952
491,993
491,1156
491,1537
491,1538
491,736
492,1711
492,1725
492,938
492,1596
492,808
492,1822
492,910
492,918
492,1040
492,1813
492,1602
492,1233
492,1659
493,1364
493,1520
493,1745
493,946
493,841
493,1124
493,1503
493,702
493,1100
493,1636
493,1778
493,1788
493,1317
493,1523
493,1815
494,1024
494,1598
494,1148
494,1496
494,1638
494,544
494,1338
494,1791
494,1640
494,1315
494,1511
494,1724
494,1842
494,1834
495,868
495,1097
495,920
495,1340
496,1601
496,1439
496,1311
496,1863
497,808
497,1455
497,1040
497,1813
498,889
498,1034
498,611
498,1765
499,1727
499,1420
499,1465
500,1603
500,898
500,1578
501,684
501,566
501,1273
501,920
502,1344
502,1422
502,814
503,634
503,1761
504,871
504,1409
504,976
505,742
506,1405
506,840
506,966
506,1475
506,1875
506,1374
506,1103
506,1211
506,892
506,1313
506,1156
506,1538
506,1693
506,1584
507,681
507,1467
508,832
508,1843
508,1084
508,511
508,1160
509,1063
509,1284
509,890
509,848
509,1510
509,1253
510,1521
510,948
510,525
510,1187
510,760
510,764
510,688
510,1161
511,1470
511,524
512,1390
512,631
513,1216
513,1900
513,1610
513,552
513,1253
514,1595
514,1615
515,532
515,1904
515,809
515,732
515,851
516,838
516,1506
516,1494
516,706
516,1593
516,1361
517,646
517,1458
517,1244
517,1314
518,1878
518,1537
518,593
519,1977
519,1258
519,1038
519,1838
519,1978
519,1271
520,1025
520,787
520,1414
520,690
520,1540
521,894
521,1162
522,778
522,1360
522,1336
522,1370
522,629
522,1675
522,1469
523,1484
523,974
523,1362
523,1605
523,1819
523,622
524,1160
524,1982
524,1381
524,1702
524,1084
524,961
525,871
525,1059
525,1328
525,795
525,760
525,764
525,1594
526,1919
526,1763
526,1153
526,1855
526,797
526,1442
526,809
526,1157
527,1323
527,948
527,1914
527,1345
527,1653
527,981
527,1753
528,1900
528,1502
528,1823
528,673
528,628
528,762
528,897
528,1868
529,767
529,1521
529,1799
529,745
529,760
529,1436
529,764
529,654
530,563
530,739
530,718
530,1497
530,588
530,1607
531,1137
531,1542
531,1073
531,1461
531,733
531,1192
532,1733
532,1984
532,776
532,1763
532,1904
532,1514
532,568
533,1081
533,1508
533,932
533,893
533,1707
533,1421
534,757
534,1366
534,1941
535,1896
536,1760
536,679
536,1193
537,647
537,659
537,1066
537,592
537,894
538,1369
538,790
539,1285
539,1517
539,1467
540,1607
540,907
540,1831
541,1384
541,1546
541,1821
542,668
542,1043
542,1897
542,1019
543,1346
543,1861
543,832
543,1073
543,1607
544,1430
544,1338
545,786
546,1859
546,1139
546,630
546,1386
547,1250
547,1285
548,640
548,1112
548,1143
549,1254
549,1429
549,1460
550,1248
551,1490
551,937
551,734
552,870
552,1558
553,675
553,1694
553,799
554,1632
554,874
554,1605
555,1318
555,896
556,1495
556,632
556,1088
557,719
557,634
557,630
557,1045
558,1802
558,829
558,1176
558,1777
559,1091
559,1657
559,1444
560,1252
561,914
561,1533
561,1946
561,818
562,577
562,1698
562,1272
563,1895
563,1116
563,1818
563,1607
564,1649
564,981
564,1345
564,676
565,1796
565,1896
565,675
566,759
566,1773
566,1568
566,920
567,689
567,731
567,940
567,1721
568,1152
568,1566
568,1442
568,1153
569,1966
569,1818
570,956
570,672
570,1570
571,614
571,1746
571,1933
572,1846
572,1811
572,1674
573,579
573,1512
574,1705
575,870
575,1118
579,1290
580,1271
580,1223
580,1349
581,1302
581,1953
582,1874
582,1016
582,1469
583,1364
583,1671
583,1785
583,1006
583,1334
583,1805
583,1113
584,626
584,1435
584,1158
585,1721
586,1996
586,896
587,1906
587,1118
587,1348
589,916
589,1392
589,1712
590,727
590,1485
590,1705
591,1894
591,608
591,1037
592,1318
592,1192
593,1313
593,1374
594,895
594,1494
594,949
595,915
595,665
595,1819
596,1482
596,919
596,1681
597,626
597,1480
598,1245
598,675
598,1378
599,1837
600,1268
600,747
600,1728
601,1894
601,1776
601,1867
602,1014
603,794
603,1185
603,743
605,737
605,1468
605,793
606,972
606,1432
606,1900
606,1610
606,1035
606,1412
606,762
606,802
606,897
607,911
607,1734
607,1899
607,1857
607,1112
607,1316
607,1042
608,778
608,1485
608,962
608,914
608,1033
608,754
608,627
608,925
609,899
609,1977
609,1798
609,1026
609,612
609,1174
609,1217
609,1534
609,1847
609,886
610,1092
610,710
610,1759
610,987
610,1311
610,1891
610,616
610,1439
610,1797
610,655
610,680
611,1983
611,1982
611,1242
611,855
611,889
611,1417
611,1881
611,1177
611,803
611,1513
612,899
612,1977
612,1798
612,1026
612,782
612,1590
612,1217
612,1534
612,1847
613,1159
613,1933
613,1858
613,639
613,1208
613,1375
613,1188
613,853
614,1406
614,1493
614,965
614,1473
614,1838
614,629
614,1729
615,942
615,1137
615,1075
615,1902
615,1565
615,1265
615,1879
615,1964
615,1856
615,1795
615,1189
616,1608
616,937
616,1251
617,929
617,1852
617,701
618,708
618,1172
618,1406
619,1184
619,1365
619,1603
620,809
