Source,Target
68,896
68,788
68,544
68,613
68,1182
68,190
68,1059
69,1349
69,273
69,696
69,491
69,1390
69,522
69,939
69,230
70,981
70,1300
70,1141
70,783
70,519
70,181
70,726
70,728
71,1173
71,757
71,1161
71,996
71,381
71,462
71,443
71,1151
72,895
72,76
72,1169
72,780
72,160
72,615
72,1213
72,394
73,947
73,188
73,1255
73,1269
73,974
73,1463
73,813
73,368
74,756
74,1029
74,611
74,631
74,607
74,1277
74,1126
74,399
75,402
75,1356
75,1226
75,1442
75,937
75,814
75,1476
75,325
76,1329
76,1156
76,537
76,191
76,544
76,613
76,1077
77,661
77,1257
77,1200
77,1164
77,1395
77,227
77,1043
78,1438
78,853
78,782
78,1023
78,1463
78,1146
78,1255
78,715
79,839
79,559
79,1280
79,1485
79,815
79,326
79,429
80,948
80,1316
80,791
80,517
80,382
80,1178
80,1375
80,1150
81,87
81,947
81,1066
81,1353
81,356
81,137
81,359
81,1421
82,1098
82,687
82,917
82,1393
82,156
82,1056
82,158
82,106
83,784
83,1401
83,860
83,1459
83,1113
83,1408
83,1184
83,621
84,1005
84,1115
84,181
84,998
85,1321
85,799
85,932
85,988
86,1284
86,766
86,548
86,938
87,1296
87,767
87,758
87,1353
87,359
87,808
87,277
87,1234
87,284
88,272
88,735
88,781
88,130
88,493
88,905
88,578
88,1267
88,461
89,734
89,212
89,1070
89,1354
89,480
89,121
89,467
89,156
89,1152
89,1203
90,895
90,930
90,1073
90,1165
91,676
91,1433
91,487
91,681
91,723
91,218
91,1181
91,365
91,833
92,227
92,789
92,953
92,1130
92,1054
92,1489
92,1180
92,812
92,1057
92,1422
93,1329
93,688
93,1100
93,1359
93,613
93,414
93,128
93,816
93,943
94,679
94,1161
94,1103
94,1106
94,462
94,185
94,1151
94,99
94,230
95,675
95,406
95,1055
95,710
95,220
95,1198
96,225
96,395
96,578
96,1119
96,741
97,961
97,1158
97,479
97,878
97,1110
97,824
97,700
97,1409
97,350
97,1293
98,511
98,852
98,799
98,1437
98,720
98,1261
98,1374
98,998
98,319
98,595
99,1349
99,997
99,769
100,1016
100,1252
100,1449
100,705
101,512
101,668
101,1062
101,192
102,939
102,279
102,696
102,1147
103,151
103,457
103,1154
103,861
104,110
104,1162
104,1317
104,1286
105,673
105,361
105,1331
105,1262
106,484
106,1205
106,1229
107,1270
107,1333
107,1358
107,714
108,807
108,187
108,778
108,1081
109,1085
109,1454
109,226
109,418
110,729
110,700
110,969
110,1374
110,587
110,395
110,1397
110,1282
110,1283
111,694
111,810
111,984
112,264
112,570
112,938
112,976
113,1111
113,445
113,1059
113,619
113,1374
114,686
114,1330
114,541
114,674
114,612
114,1491
114,1061
114,887
114,1063
115,1264
115,819
115,896
115,1025
115,1339
115,907
115,245
115,683
115,552
116,917
116,514
116,484
116,1205
116,1471
116,864
116,1378
116,1311
116,1056
117,898
117,1333
117,609
117,1448
117,1387
117,714
117,141
117,1198
117,893
118,819
118,190
118,298
118,291
118,655
118,363
118,321
118,788
118,943
119,1253
119,815
119,1334
120,1338
120,893
120,976
121,650
121,1070
121,1303
121,532
121,1203
121,1361
121,648
121,362
121,467
121,501
121,734
121,913
122,1060
122,1140
122,619
123,1277
123,579
123,399
124,948
124,1316
124,951
124,407
124,193
124,1128
124,903
124,654
124,1276
124,749
124,942
124,460
124,1155
125,519
125,1067
125,439
125,1071
125,1322
125,882
125,295
125,1027
125,926
125,935
125,638
125,326
126,359
126,1418
126,1080
127,784
127,1065
127,886
127,1160
127,1467
127,379
127,1392
127,1380
127,364
127,1184
127,224
127,583
127,621
128,1329
128,482
128,1192
128,614
128,361
128,1182
128,746
128,1387
128,291
128,1371
128,651
129,784
129,776
129,704
129,1480
129,881
129,1408
129,1186
129,371
129,1153
130,533
130,1137
130,272
130,1010
130,781
130,135
130,1132
130,276
130,493
130,225
130,735
131,799
131,1089
131,762
132,1497
132,749
132,791
133,380
133,1464
133,1433
133,454
133,1355
133,218
133,162
133,182
133,469
133,1148
133,833
134,979
134,1400
134,649
134,1351
134,346
134,1022
134,530
134,1361
134,182
134,1398
134,560
134,946
135,958
135,1267
136,1429
136,1083
136,1484
137,523
137,862
137,1353
137,572
137,359
137,866
137,808
137,1080
137,1234
137,1059
137,356
138,188
138,1146
138,368
138,332
138,504
138,731
139,1179
139,1348
139,945
140,1085
140,185
140,732
141,957
141,1387
142,1296
142,986
142,328
143,1072
143,658
143,824
144,1013
144,470
145,244
145,1035
145,479
146,1019
146,767
146,1080
147,433
147,941
147,365
148,1243
148,1104
148,284
149,919
149,1327
149,1490
149,1256
149,1058
150,809
150,810
150,320
151,227
151,812
152,752
152,976
152,1207
153,585
153,1204
153,1291
154,397
154,909
154,1335
155,1057
155,470
156,687
157,566
157,616
157,822
158,1098
158,864
159,1079
159,468
160,1428
160,770
161,1268
161,640
161,750
162,565
162,1132
163,464
163,712
163,1228
164,1149
164,1237
164,1434
165,1336
165,1479
165,1271
166,746
166,1332
166,683
167,1149
167,1326
167,390
168,1023
168,324
168,1004
169,432
169,184
169,955
170,359
170,1353
170,828
171,485
171,292
171,621
172,1284
172,660
172,1021
173,1075
173,1444
173,1149
174,192
174,1062
175,1072
175,258
176,389
176,440
177,794
177,1326
177,1439
178,612
178,1330
178,1033
179,1163
179,811
179,1475
180,1252
180,930
180,941
180,605
181,1224
181,1230
181,826
181,1209
181,1392
181,810
181,1017
181,282
182,979
182,1455
182,858
182,346
182,1022
182,560
182,1415
182,413
182,1187
182,946
183,1038
183,820
183,844
183,468
183,1015
183,446
183,337
184,1254
184,1041
184,1159
184,705
184,955
184,313
184,1016
184,352
184,941
184,365
184,1069
185,1242
185,1103
185,921
185,195
185,462
185,1309
185,636
185,1151
185,732
185,719
186,851
186,191
186,1031
186,1077
186,361
186,423
186,546
187,785
187,900
187,807
187,243
187,1081
187,470
188,666
188,1121
188,806
188,1146
188,368
188,1482
189,1263
189,821
189,488
189,1051
189,998
189,467
189,1152
189,944
190,896
190,1045
190,1077
190,1182
190,363
190,943
191,678
191,291
191,615
191,1182
191,321
191,943
192,571
192,737
192,668
192,1403
192,226
192,1062
193,1039
193,577
193,1089
193,804
193,1491
193,213
193,834
194,510
194,861
194,572
194,1165
194,443
194,465
194,616
194,1154
195,1443
195,679
195,462
195,909
195,547
195,719
195,910
196,1329
196,943
196,657
196,391
197,1084
197,407
197,1271
197,805
198,262
198,389
198,891
198,1216
199,1127
199,620
199,529
199,1388
200,1065
200,593
200,995
200,450
201,1294
201,1109
201,1399
201,286
202,244
202,689
202,1378
202,824
203,1054
203,322
203,812
203,231
204,462
204,555
204,597
204,719
205,378
205,884
205,1129
205,392
206,1487
206,1357
206,1334
206,1485
207,1294
207,1399
207,918
207,1332
208,509
208,483
208,417
209,404
209,1208
210,1253
210,1436
210,274
210,1485
211,1171
211,287
211,263
211,884
212,1152
212,467
213,1463
213,749
213,713
214,584
214,1374
214,1111
214,1261
215,1096
215,474
215,1355
215,616
216,496
216,466
216,516
217,893
217,1387
217,1358
218,701
219,1253
219,718
219,495
220,672
220,432
220,1254
220,1159
220,605
220,433
220,954
220,682
220,1306
220,365
220,941
220,816
220,236
221,1186
221,1149
221,1116
222,362
222,1152
222,467
223,368
223,1438
223,666
224,960
224,859
224,1160
224,754
224,292
224,1035
224,367
224,235
224,593
224,639
224,835
225,1137
225,735
225,1223
225,781
225,1050
225,1119
225,493
225,276
225,1132
225,272
225,1235
226,472
226,1454
226,1040
226,512
226,842
226,679
226,668
226,740
226,1298
226,571
226,599
226,1062
227,789
227,953
227,1489
227,1130
227,1365
227,982
227,475
227,1344
227,590
227,1422
227,231
228,1043
228,1200
228,495
228,864
228,1307
228,1474
228,908
228,411
228,1485
228,328
228,326
228,1257
229,915
229,786
229,1482
230,1242
230,769
230,679
230,929
230,772
230,1196
230,1105
230,462
230,1280
230,1151
230,719
231,1244
231,982
231,953
231,1028
231,1130
231,1054
231,1489
231,465
231,812
231,873
231,268
231,550
232,234
232,1210
232,899
233,1201
233,467
233,1094
234,1485
235,807
235,881
236,808
236,816
237,365
237,955
237,1123
238,591
238,1064
238,983
239,766
239,944
239,976
240,347
240,1378
240,1235
241,553
241,899
241,383
242,311
242,1383
242,411
243,1057
243,323
244,854
245,943
245,892
246,541
246,612
246,1063
247,290
247,421
247,1097
248,1337
248,405
248,727
249,471
249,984
249,1241
250,694
250,486
250,513
251,1111
251,1059
251,632
252,753
252,950
252,468
253,885
253,618
253,399
254,1398
254,364
254,1081
255,395
255,1162
255,499
256,1054
256,1489
256,294
257,1150
257,329
258,1286
258,1397
259,609
259,1387
260,1128
260,903
260,407
261,939
261,491
261,1144
262,1148
262,1301
263,1264
263,1484
264,1376
264,790
265,653
265,1305
265,714
266,518
266,452
266,684
267,699
267,383
268,1054
268,373
269,364
269,327
269,1259
270,617
270,944
270,1303
271,807
271,355
271,327
272,1137
272,1050
272,1323
272,1347
273,939
273,322
273,1147
274,1296
274,1245
274,1257
274,708
274,463
274,1474
275,1315
275,923
275,969
275,1283
276,1223
276,1323
276,461
277,767
277,973
277,355
277,847
278,856
278,594
278,620
278,665
278,1388
279,939
279,809
279,1147
279,1432
280,351
280,554
280,815
280,1487
280,1253
281,612
281,1095
281,1033
281,1061
281,1063
282,439
282,1279
282,968
282,1000
283,455
283,1254
283,548
283,1231
283,1135
284,808
284,489
284,862
285,1007
285,340
285,1375
285,698
285,1150
286,1294
286,1278
286,1273
287,1264
287,539
287,759
287,378
287,1362
287,384
287,1083
288,1264
288,308
288,378
288,1129
288,1429
288,1362
288,520
288,613
289,1348
289,568
289,1247
289,1179
289,945
289,1497
289,1260
289,684
290,375
290,1332
290,538
290,739
290,975
290,1278
290,1344
291,1044
291,1031
291,365
291,353
292,1065
292,1035
292,1153
292,1380
292,621
293,1157
293,767
293,973
293,359
293,808
293,1019
293,1416
293,918
294,403
294,880
294,1363
294,588
294,712
294,911
294,460
295,1199
295,783
295,1224
295,1229
295,623
295,641
295,338
296,1349
296,1147
296,705
296,491
296,1390
296,809
296,810
296,320
297,695
297,1131
297,469
298,815
298,1183
299,1064
299,895
299,616
300,498
300,1025
300,795
301,1348
301,713
301,1084
302,1115
302,826
302,1045
303,1030
303,795
303,321
304,1252
304,352
304,1449
305,615
305,1073
305,1204
306,377
306,620
306,382
307,761
307,1156
307,552
308,1362
308,1484
308,759
309,680
309,1151
309,997
309,719
310,707
310,470
310,1073
310,449
311,1253
311,559
311,884
312,1198
312,1068
312,1055
312,902
313,1375
313,945
313,684
314,1340
314,1341
314,364
315,1118
315,690
315,405
315,1256
316,553
316,463
316,699
316,693
317,1126
317,626
317,1460
318,462
318,382
318,945
319,511
319,1043
319,1259
319,1437
319,632
319,492
319,1374
319,998
319,452
319,619
319,369
319,416
319,1060
320,1349
320,513
320,984
320,438
320,791
320,1109
320,1129
320,1431
320,809
320,1147
320,939
320,1010
321,688
321,1352
321,825
321,761
321,1156
321,977
321,1339
321,361
321,940
321,414
321,357
322,775
322,1349
322,1147
322,438
322,706
322,1109
322,810
322,1331
322,1241
322,994
322,522
322,536
323,1328
323,818
323,566
323,662
323,477
323,625
323,803
323,1219
323,807
323,364
323,1251
323,643
323,1499
324,947
324,1255
324,1069
324,806
324,1092
324,1107
324,1463
324,575
324,1146
324,622
324,1347
324,1149
324,1482
325,534
325,603
325,402
325,1106
325,1442
325,814
325,1476
325,858
325,937
326,553
326,699
326,793
326,1047
326,1200
326,1404
326,1370
326,1474
326,1436
326,1383
327,1348
327,778
327,1166
327,1219
327,807
327,1341
327,1288
327,364
327,456
327,1236
327,1451
328,624
328,1253
328,699
328,463
328,1159
328,554
328,531
328,1032
328,1357
328,708
328,1485
328,393
329,1479
329,1271
330,1017
330,826
330,1248
331,818
331,466
331,516
332,1255
332,813
333,775
333,464
333,588
334,1294
334,1332
334,1278
335,1274
335,918
335,823
336,1149
336,870
336,1434
337,949
337,602
338,682
338,1000
339,942
339,490
340,1155
340,684
341,1354
341,556
341,617
342,957
342,1270
342,714
343,808
343,823
343,862
344,1423
344,1330
344,718
345,818
345,466
345,496
346,979
347,1378
347,1461
348,1276
348,517
348,1465
349,979
349,858
349,1351
349,1498
349,946
350,669
350,1378
350,1372
351,1296
351,662
351,815
351,1257
352,1306
352,774
352,365
353,1329
353,435
353,1183
353,552
354,367
354,960
354,1380
354,859
354,430
355,359
355,1234
355,758
356,866
356,1421
356,1080
357,1126
357,1435
357,399
357,1460
358,893
358,1270
358,927
358,1333
359,1019
359,973
359,823
359,489
359,762
359,1305
359,826
359,808
359,847
359,1218
359,1418
359,1104
360,1172
360,1354
360,1368
361,1329
361,819
361,1044
361,761
361,1194
361,493
361,1364
361,1077
361,363
361,1386
361,1494
361,503
361,683
361,1371
362,800
362,556
362,821
362,617
362,792
362,1319
362,1203
362,1361
362,1051
362,480
362,1407
362,1466
362,467
362,488
362,1152
362,944
362,1343
363,1329
363,1339
363,788
363,890
363,1352
363,1192
363,1405
363,655
363,613
363,614
363,1359
363,422
363,1496
363,552
363,1252
363,836
364,1328
364,1008
364,822
364,1046
364,717
364,1165
364,956
364,785
364,643
364,1081
364,470
364,396
364,1499
365,817
365,600
365,816
365,1069
365,705
365,573
365,955
365,1123
365,1493
365,1016
365,941
365,397
365,1252
366,926
366,980
366,981
366,755
366,1137
366,1182
366,1199
366,1071
366,1470
366,1174
366,826
366,935
366,682
366,1212
366,1067
366,1214
366,1322
366,1017
366,641
366,623
367,1186
367,1065
367,874
367,1184
367,430
367,798
367,995
367,1035
367,745
367,784
367,748
367,835
367,1484
367,1480
367,621
367,507
367,1499
368,915
368,1438
368,1457
368,664
368,1055
368,782
368,469
368,575
368,1092
368,633
368,1463
368,806
368,1255
368,813
368,786
368,731
369,1134
369,1111
370,402
370,809
370,1442
371,1194
371,1035
372,681
372,999
372,469
373,812
373,953
374,946
374,427
374,928
375,1296
375,899
375,922
375,463
375,393
376,924
376,1355
376,701
376,1373
376,469
376,833
376,945
377,856
377,1127
377,1346
377,1388
377,715
377,594
378,1258
378,1129
378,1484
378,1083
379,485
379,798
379,995
379,1487
379,1184
379,450
380,676
380,1301
380,999
380,1373
380,469
380,833
381,524
381,983
381,679
381,929
381,1030
381,636
382,1348
382,1336
382,1260
382,1155
383,1006
383,986
383,1032
383,1485
383,592
384,404
384,703
384,542
384,1002
384,417
385,1198
385,1343
385,652
385,751
386,806
386,635
386,974
386,1277
387,702
387,620
387,823
388,1346
388,594
388,985
388,529
389,676
390,1075
390,794
390,894
391,1270
391,1358
392,1129
392,1362
392,478
393,839
393,1257
393,986
393,1357
394,442
394,465
394,616
394,471
394,1154
395,840
395,1162
396,889
396,610
396,663
396,456
396,1499
397,1069
397,1312
398,1097
398,601
398,421
398,1332
399,1240
399,506
400,782
400,1438
400,1463
400,806
400,1340
400,1482
401,627
401,1003
401,1265
401,1406
401,612
401,1377
401,1447
401,811
401,1061
402,534
402,736
402,1426
402,487
402,937
402,814
403,1254
403,850
403,1360
403,1122
403,464
403,588
403,712
403,685
404,1453
404,703
404,498
404,1281
404,1208
404,1498
404,645
405,919
405,629
405,1101
405,1357
405,709
405,1337
405,1256
406,647
406,1168
406,1068
406,652
406,902
406,1055
406,751
406,1496
407,757
407,1336
407,904
407,883
407,1276
407,942
408,947
408,915
408,1457
408,515
408,706
408,1202
408,1356
408,813
408,731
409,486
409,557
409,1010
409,630
409,694
409,994
409,809
409,1241
409,733
410,876
410,662
410,625
410,803
410,912
410,1478
410,1499
410,470
410,946
411,562
412,1146
412,974
412,853
413,1400
413,946
414,613
415,794
415,1326
416,1367
416,466
418,1454
418,1450
419,808
419,1218
419,1080
420,466
420,802
420,496
421,1399
422,811
422,1163
423,431
423,825
424,639
424,635
424,621
425,646
425,477
425,1015
426,1423
426,1337
426,704
427,510
427,1455
428,963
428,1256
428,718
429,661
429,1487
430,1380
431,1031
431,1275
432,502
433,954
434,1134
434,1060
434,1259
435,1364
435,1220
436,1293
436,811
436,1483
437,795
437,788
437,613
438,1241
439,1017
440,681
440,1131
441,1060
441,1175
441,619
442,770
442,877
442,1428
442,1440
442,1154
443,769
443,1030
443,772
443,719
444,609
444,714
444,1270
444,743
444,1387
445,511
445,852
445,1271
445,452
445,619
446,1297
446,1025
446,1262
446,468
446,1079
447,915
447,565
447,1463
447,635
447,813
447,1314
448,1243
448,1424
448,1104
448,1197
448,808
448,1153
449,854
449,471
449,616
449,1381
449,457
450,1065
450,881
450,1441
450,621
451,788
451,1044
451,846
451,745
451,1366
451,943
452,584
452,1259
453,1406
453,1033
453,1447
453,1061
453,860
454,1373
454,695
454,1301
454,1258
455,1266
455,938
455,1325
456,470
456,569
456,610
457,585
457,471
457,1154
458,885
458,626
458,1009
458,618
458,1460
459,820
459,958
459,1331
459,1262
460,464
460,588
460,525
461,741
461,565
462,1242
462,524
462,719
462,929
462,1161
462,904
462,1414
462,1280
462,1151
462,1062
462,732
462,636
463,554
463,1334
463,1257
463,1307
463,922
463,1427
463,1117
463,1270
463,708
463,1474
463,1215
463,1485
463,1233
463,959
464,1363
464,880
464,911
464,928
464,971
464,1122
464,1360
464,656
464,850
464,1228
464,1376
464,588
464,712
464,552
464,685
465,1064
465,821
465,1302
465,780
465,1142
465,1204
465,1087
465,1165
465,1167
465,585
465,615
465,616
465,724
465,581
465,591
465,471
466,1124
466,818
466,1456
466,843
466,516
466,894
466,802
466,496
466,868
466,1185
466,1446
466,768
467,1263
467,1203
467,650
467,532
467,800
467,667
467,1051
467,1419
467,1407
467,617
467,730
467,944
468,646
468,744
468,796
468,1331
468,779
468,1170
468,1404
468,949
468,1481
468,820
468,1015
468,1038
468,670
468,596
469,763
469,676
469,1301
469,1318
469,695
469,1355
469,771
469,1430
469,924
469,1373
469,1181
469,637
469,832
470,663
470,900
470,803
470,822
470,1430
470,1219
470,1081
470,1057
470,889
470,1478
470,643
471,1064
471,848
471,857
471,567
471,504
471,1458
471,861
471,832
471,615
471,572
471,949
471,869
471,1169
471,1154
472,1201
472,1298
472,1040
472,1094
473,1110
473,1012
473,1158
473,700
473,824
474,925
474,1204
474,1165
474,604
475,1054
475,1489
475,812
475,953
476,1178
476,872
476,1479
476,834
476,644
477,1287
477,889
477,1478
478,1171
478,1264
478,1083
478,1484
479,1461
479,1378
480,1108
480,1115
480,1152
481,895
481,615
481,1458
481,1167
482,943
482,1044
483,509
483,1498
483,1208
484,1098
484,786
485,776
485,798
485,1441
485,1184
485,619
485,1153
486,536
486,557
486,1250
486,810
486,1144
486,957
487,543
487,695
487,1373
487,1181
487,1148
487,676
488,1203
488,1354
488,800
488,1407
488,1152
488,944
489,1066
489,1353
489,696
489,762
489,1104
490,1136
490,1044
490,931
490,1364
490,614
490,1182
491,1147
491,927
491,1109
491,810
491,733
492,785
492,511
492,852
492,1111
492,1261
492,1059
492,595
493,781
493,1267
493,1323
493,578
494,886
494,859
494,1160
494,1088
494,1144
494,1380
494,1480
494,621
495,1043
495,1334
495,1487
495,1357
495,1485
495,908
495,1257
496,818
496,768
496,802
496,613
496,1446
497,1375
497,937
497,988
497,805
498,1352
498,819
499,543
499,1258
499,701
499,1373
499,1216
500,686
500,1330
500,663
500,612
500,1061
500,1063
501,1263
501,1354
501,1152
501,667
502,817
502,1159
502,705
502,1160
502,1076
503,1490
503,819
503,614
503,1183
503,943
504,854
504,925
504,857
504,1428
505,817
505,1492
505,1079
506,611
506,933
506,967
506,1126
506,620
507,1253
507,881
507,748
507,621
508,659
508,796
508,950
508,1404
508,1262
508,820
509,1453
509,753
509,542
509,1208
509,713
509,644
510,925
510,1302
510,1026
510,1167
510,585
510,616
510,1154
511,1134
511,1460
511,1259
511,1261
511,1374
512,1201
512,1454
513,566
513,809
514,1006
514,1471
514,1472
515,1438
515,1255
516,818
517,1276
517,942
518,1060
518,1261
518,619
519,1005
519,1045
519,1071
519,1000
519,545
519,638
519,550
520,1264
520,601
520,539
520,759
520,540
520,1362
520,1484
520,1083
521,1009
521,1246
521,618
522,535
522,1111
522,1147
522,1250
522,1432
522,809
522,810
522,1241
523,637
523,808
524,1443
525,850
525,712
526,948
526,1486
527,1295
527,811
527,1036
528,794
528,1412
528,551
529,620
530,1398
530,1155
531,1309
531,1245
532,821
533,1119
534,814
535,939
535,1010
536,733
537,1182
537,991
538,1294
538,1332
539,1362
540,1264
540,601
541,1330
542,1498
543,1258
543,1430
543,1373
543,1148
544,677
544,665
544,1100
544,614
545,951
545,826
545,1462
545,641
546,851
546,825
546,614
546,1276
546,1386
547,929
547,904
547,1446
547,719
548,1135
548,938
548,750
548,640
549,1089
549,1175
549,883
549,671
549,1497
549,1486
550,628
550,789
550,953
550,812
551,794
551,1326
551,1075
551,1077
551,1149
552,1352
553,1043
553,1090
554,815
554,1253
555,1151
555,1443
555,996
555,904
556,1354
556,1070
556,1051
557,939
557,1109
557,1349
558,1158
558,874
558,1380
558,1459
558,1065
559,879
559,1181
559,1334
560,1187
560,1455
560,725
561,875
561,1058
561,1256
561,718
561,1495
562,708
562,1474
562,1395
563,905
563,1137
563,1167
564,1159
564,1254
564,1304
564,1069
564,1335
565,741
565,1323
566,1328
567,848
567,615
567,812
567,1169
568,1295
568,1299
568,1475
568,1416
569,1328
569,1086
569,807
569,610
570,660
570,658
570,938
570,1396
571,1403
571,1040
571,934
572,854
572,1154
573,1069
573,787
573,920
573,1159
574,1305
574,1387
574,1272
575,830
576,1348
576,1299
576,1084
577,757
577,945
579,872
579,1460
580,855
580,845
580,1185
581,615
581,604
582,800
582,650
582,1070
583,754
583,1184
584,1134
584,1067
584,1259
584,595
584,720
584,1111
584,1261
584,586
584,619
584,1059
584,1060
585,925
585,857
585,770
585,1073
585,1440
585,1165
585,615
585,639
585,1204
586,1060
586,619
587,856
587,1072
587,1162
587,923
587,1282
588,880
588,1434
588,971
588,1360
588,656
588,850
588,712
588,1232
589,1108
589,800
589,1152
589,944
590,1054
590,628
590,812
591,983
591,1026
591,708
591,1154
592,1253
592,899
593,748
593,1153
594,702
595,1259
596,670
596,950
596,844
597,1030
597,1384
598,807
598,937
598,814
599,1403
599,857
599,1062
600,672
600,1254
600,1063
601,1429
602,744
602,949
602,1262
603,837
603,1426
603,1226
603,1106
603,1442
603,937
603,1476
604,616
605,817
605,1335
606,1161
606,1173
606,680
606,1196
607,611
607,618
607,1029
608,1476
608,814
608,937
608,1442
609,1333
609,1272
609,1447
609,1387
609,714
610,876
610,1499
610,1046
610,707
610,1341
610,807
610,912
610,1057
610,1451
610,822
612,1329
612,1330
612,1457
612,1033
612,1406
612,674
612,1491
612,829
612,1217
612,1061
612,1063
613,1329
613,931
613,1405
613,825
613,1211
613,761
613,1077
613,1183
613,836
614,916
614,678
614,665
614,795
614,1046
614,1048
614,657
614,1182
614,655
614,1352
614,931
615,1096
615,983
615,1204
615,992
615,1291
615,1026
615,724
615,1073
616,925
616,1458
616,1087
616,1167
616,707
616,1142
616,869
617,1407
617,650
617,1139
617,1361
617,1354
617,667
617,648
617,944
617,1475
617,638
617,1419
617,800
618,885
618,756
618,901
618,631
618,1402
618,1321
618,1009
618,1206
618,933
618,1435
618,939
618,1379
618,1246
619,1111
619,852
619,1259
619,1437
619,1261
619,1374
619,1059
619,1060
620,856
620,702
620,985
620,1346
620,1001
620,1388
620,692
620,1127
620,715
620,1101
621,1244
621,860
621,881
621,1441
621,809
621,1313
621,728
621,835
622,1255
622,1249
622,1356
622,974
622,1145
622,806
623,980
623,1400
623,1392
623,641
623,989
624,738
624,1357
625,1081
626,1206
627,1330
627,1063
628,1130
629,690
629,934
630,1424
630,828
631,1029
632,1437
633,947
633,1463
634,1294
634,777
634,1473
635,806
635,1356
636,921
636,811
636,680
637,1258
637,1181
637,1148
638,1071
638,1172
638,1368
639,754
639,1035
639,1153
640,1135
640,1376
640,1078
640,750
641,1067
641,1199
642,855
642,1068
642,1276
642,1343
642,751
642,1198
643,900
643,1478
643,1499
644,1453
644,1498
645,1002
645,753
645,1445
646,1331
646,949
646,1015
647,855
647,1342
647,1198
647,902
648,800
648,821
648,1290
649,1336
649,1455
649,1351
649,946
650,1338
651,1496
651,665
651,652
651,836
652,1055
652,1198
653,1176
653,1289
653,1358
654,1128
654,951
654,834
654,684
655,1211
655,678
656,712
656,1360
657,1042
657,825
658,1317
658,923
658,1315
658,1397
658,1072
659,1075
659,1331
659,950
660,1135
660,1132
660,790
661,793
661,839
661,815
662,1341
662,1236
663,1328
663,785
664,795
664,1345
664,1092
664,838
665,1339
666,797
666,974
666,1146
667,1468
667,1152
668,1336
668,1062
669,1477
669,824
670,673
670,949
670,1297
670,1262
671,952
671,1336
671,1380
672,1041
672,1069
672,1306
672,816
673,820
673,1404
673,950
673,1492
674,813
674,1033
674,1491
674,871
675,1068
675,710
675,751
675,1198
676,695
677,875
677,916
677,1100
677,1183
677,683
678,1352
678,1496
678,683
679,904
680,1103
680,772
680,1145
681,763
681,1258
681,1466
682,981
682,1470
682,935
683,1011
684,945
685,1360
685,692
686,1330
686,1063
687,917
687,1036
688,1192
688,819
689,1110
689,780
690,963
690,1058
691,1318
691,1355
691,1433
692,702
692,1001
693,1233
693,1357
693,1334
694,1147
694,775
694,1109
694,939
694,810
695,1039
695,1355
695,1181
696,1349
696,1147
696,706
696,994
696,809
696,810
697,1028
697,1114
697,1295
697,1163
697,1036
697,1410
697,962
697,747
697,1483
698,1179
698,1276
698,942
699,1245
699,793
699,1356
700,765
700,1391
700,1378
700,1372
701,1433
701,993
701,1181
701,1148
702,1328
702,985
702,1001
702,711
702,1388
703,1453
703,1498
704,1327
704,718
705,1252
